Grands Pâquis,48.67812,6.235644,1,True,
Saulxures - Château,48.692207,6.251191,1,True,
Saulxures Mairie,48.687634,6.245179,1,True,
Tricoterie,48.681824,6.243777,1,True,
Vert Pré,48.684277,6.235657,1,True,
Bois La Dame,48.676331,6.234287,1,True,
Sainte-Marguerite,48.672089,6.226878,1,True,
Barbusse,48.684425,6.213772,1,True,
Concorde,48.687073,6.211564,1,True,
Tomblaine Maria Deraismes,48.680607,6.223836,1,True,
Les Ensanges,48.680069,6.216559,1,True,
Fraternité,48.693951,6.21381,1,True,
Grande Haie,48.686749,6.217683,1,True,
Leroux,48.68404,6.229373,1,True,
Tomblaine Mairie,48.686386,6.210534,1,True,
Galilée,48.676434,6.221595,1,True,
Tuilerie,48.675774,6.221906,1,True,
La Meurthe,48.688099,6.20797,1,True,
La Paix,48.684772,6.214165,1,True,
Porte de Bosserville,48.67572,6.229294,1,True,
Pottier,48.68972,6.215322,1,True,
Salengro,48.675892,6.226209,1,True,
Victoire Daubié,48.68013,6.226438,1,True,
Voltaire,48.690693,6.210731,1,True,
Saint André,48.66032,6.159592,1,True,
Kehl,48.660587,6.176117,1,True,
Biancamaria,48.669235,6.185574,1,True,
Belgique,48.666759,6.170065,1,True,
Bergé,48.657742,6.172892,1,True,
Brichambeau,48.665329,6.186746,1,True,
Faron,48.670948,6.181366,1,True,
Briand,48.672279,6.181315,1,True,
Barthou,48.672607,6.184845,1,True,
Bruges,48.664776,6.169049,1,True,
Callot,48.666126,6.16601,1,True,
Vandoeuvre CHU Brabois,48.649532,6.146593,1,True,
Clair Matin,48.658096,6.170215,1,True,
Clair matin,48.6581,6.170372,1,True,
Crévic,48.656742,6.175643,1,True,
Doyen Roubault,48.657547,6.155707,1,True,
Européen,48.663883,6.188832,1,True,
Saint-François d'Assise,48.667831,6.188337,1,True,
Forêt de Haye,48.650967,6.149153,1,True,
Rimbaud,48.654701,6.176457,1,True,
Fournier,48.654236,6.176846,1,True,
Foyer,48.670143,6.187298,1,True,
Fribourg,48.657852,6.176133,1,True,
Faisanderie,48.654213,6.152813,1,True,
Glaïeuls,48.666306,6.186566,1,True,
Goethe,48.660141,6.179929,1,True,
Angleterre,48.659087,6.180981,1,True,
La Haye,48.661362,6.1851,1,True,
Haute-Malgrange,48.66148,6.188247,1,True,
Place de Londres,48.660713,6.185908,1,True,
Haut de Penoy,48.652119,6.175913,1,True,
Simone de Beauvoir,48.652283,6.175273,1,True,
Jonquilles,48.663563,6.184659,1,True,
Lisbonne,48.661774,6.169833,1,True,
Vélodrome,48.667004,6.166646,1,True,
Hôtel de Ville,48.66011,6.172469,1,True,
Vandoeuvre - Marché,48.664631,6.173576,1,True,
Mermoz,48.654865,6.186032,1,True,
Myosotis,48.663902,6.184676,1,True,
Nations,48.66185,6.173535,1,True,
Norvège,48.667183,6.176998,1,True,
Parc des Expositions,48.66708,6.193081,1,True,
Le Reclus,48.662556,6.162038,1,True,
Vandoeuvre Roberval,48.653954,6.180042,1,True,
Rotterdam,48.663339,6.182408,1,True,
Sud Europe,48.652825,6.178594,1,True,
Parc des sports nations,48.661737,6.178143,1,True,
Général Frère,48.664249,6.167557,1,True,
Wilson,48.671227,6.178302,1,True,
Longchamp,48.657124,6.135653,1,True,
Albert 1er,48.672905,6.147771,1,True,
Asnée,48.672482,6.144982,1,True,
Baudricourt,48.677856,6.159223,1,True,
Saint-Bernard,48.657234,6.111251,1,True,
Bois de L'Hospice,48.655788,6.108905,1,True,
Villers G. Chepfer,48.664909,6.140352,1,True,
Villers Clairlieu,48.65876,6.111634,1,True,
Camping,48.658455,6.139268,1,True,
Carrière,48.668728,6.139911,1,True,
Castelnau,48.676201,6.153584,1,True,
Cottages,48.662243,6.142412,1,True,
Pagnol,48.655155,6.11436,1,True,
Villers - Eglise,48.669281,6.145481,1,True,
Les Essarts,48.657963,6.114958,1,True,
Grange aux Moines,48.667625,6.147112,1,True,
Grande Corvée,48.665657,6.156302,1,True,
Jean Savine,48.656609,6.117305,1,True,
Haut de la Taye,48.670418,6.143105,1,True,
Joseph Laurent,48.669067,6.160476,1,True,
Villers Mairie,48.672192,6.15488,1,True,
Monument,48.670696,6.141712,1,True,
Paul Muller,48.670406,6.157778,1,True,
Pléiade,48.663334,6.140862,1,True,
Mutualité - Télécom Nancy,48.669731,6.156588,1,True,
Remicourt,48.669437,6.152368,1,True,
Rodin,48.67516,6.150206,1,True,
La Sance,48.657101,6.121103,1,True,
Villers Campus Sciences,48.663334,6.155711,1,True,
Villers Stade,48.656067,6.125035,1,True,
Pôle Technologique,48.656452,6.12903,1,True,
UFR Staps,48.667229,6.158279,1,True,
Lycée Stanislas,48.663853,6.152719,1,True,
Valtriche,48.656796,6.112089,1,True,
Switch Out 1-2,48.659513,6.26919,1,Switch_Out,0
